cur_year_spend,prev_year_spend,days_since_last_purchase,days_since_first_purchase,total_transactions,age,income,engagement_score
2476.87,2639.73,4,31,39,44,36319.37,1.224055189130277
2753.83,1237.86,8,15,24,76,79758.73,1.9377424745716567
4845.68,1188.57,18,35,47,56,89706.19,0.6687211316429108
2200.16,1178.59,6,48,18,59,64719.22,1.0727490623941751
4362.76,1534.33,9,42,26,62,92390.09,-0.4916343659839149
3283.04,1547.47,8,51,29,54,68925.51,0.3963820787410584
3139.0,1374.12,14,42,32,69,69774.28,-0.6612466387367
3333.4,2149.89,8,55,36,68,53271.41,-0.4234294655766739
2770.65,1939.35,13,47,14,47,69368.52,-1.8712337981125358
6675.42,1778.3,8,44,45,59,111309.91,0.8761814820072099
4101.91,2433.99,6,45,40,41,63947.92,-1.4467004315193546
2181.79,2228.41,16,31,26,66,50415.89,-0.7289219550339525
4433.75,2099.19,4,37,38,44,77257.32,-0.1947838474234751
4655.62,1497.89,12,81,45,64,69882.51,0.01901618978612107
2935.39,1325.35,10,23,41,67,64331.06,-0.43386517309982375
2893.34,1256.09,23,100,22,69,59285.29,0.3758451631631198
3470.24,1602.74,10,34,35,72,72206.2,-0.8325330047904934
2944.06,1366.36,18,62,23,57,69163.49,-0.29439069820967784
2867.54,1606.33,12,51,31,47,58400.05,0.5379313376576895
3531.67,1505.03,20,71,30,58,68657.96,1.1366770337960497
3338.02,1279.49,8,48,38,55,67540.96,-1.6385918990971389
4477.01,1506.03,4,74,35,63,79879.71,1.5768299021161003
3216.08,1490.46,15,71,23,60,67259.32,-1.6736741239738182
3121.2,2338.27,9,53,15,44,66175.39,-0.4589083463194785
4505.85,1974.93,15,71,34,55,73393.01,-0.9043508358024216
3154.15,1731.51,20,58,36,53,56601.99,2.7807178859670167
3762.25,1275.96,4,38,28,60,85199.54,1.7002922349564409
3234.53,948.93,10,42,22,50,85088.61,1.1196809475048437
4129.43,2166.25,4,66,30,46,69308.64,-0.3739366735796133
3147.68,1435.99,16,47,26,57,73454.96,0.5892956431260689
5315.87,2461.49,16,88,41,62,70892.02,0.1753006006062662
3460.63,1597.68,6,110,33,56,52789.25,-2.172963653558368
3204.15,1363.37,10,79,34,72,57923.03,-1.4484002716946751
3411.13,1344.13,16,37,43,69,66361.22,0.7847140914105105
2919.04,1555.78,11,56,32,56,59191.5,-0.6376113806614466
5049.07,2435.36,19,54,39,63,77477.5,-0.004939419070303489
3132.57,757.77,10,68,26,62,74688.58,0.5435868737831738
3173.83,2134.45,7,63,23,54,61579.81,-0.3693498449884252
2716.6,1203.96,18,62,25,52,64947.48,-0.1991559585836716
2562.12,1421.62,16,29,27,67,66081.93,-0.10569630707649773
5646.38,1646.09,12,72,37,58,94890.69,0.03622624636552137
4030.01,2012.65,6,80,11,51,82198.29,0.10479799185823746
4145.44,2706.7,9,67,34,44,58885.93,0.6074577821954811
3261.52,1601.57,13,70,25,64,65874.29,-1.3959792753976787
2166.06,1582.41,7,45,30,49,51533.47,0.3093792268421577
1474.09,1779.82,9,16,36,76,38415.4,-0.4601521214151909
2683.64,1614.71,26,63,14,41,67127.05,-0.7381642221224547
2983.18,1327.63,10,19,51,47,58673.97,1.6737971655568744
4031.96,1883.45,22,50,49,55,59613.72,-0.12385699025189588
3403.64,1829.15,17,39,35,60,66693.6,0.3969174008931095
4220.91,1339.0,11,49,37,45,81186.5,-1.0923399149422346
4525.27,2201.74,13,44,31,59,80402.76,-0.2939731026784262
3687.23,2208.69,12,47,37,47,60099.32,-0.09430850762724433
3712.02,2714.03,5,46,32,50,57357.08,1.0346456939452835
2592.75,1387.41,13,83,28,62,52539.85,-1.3429875020636155
2720.03,1129.05,13,39,21,61,75466.62,0.3642865353741879
5986.17,2732.75,17,29,35,48,96317.9,-0.3249954994581953
957.76,1298.87,15,12,21,77,51084.7,-0.06131126607156345
3789.92,1115.84,10,41,30,57,85433.04,1.3865834180527996
5395.73,2171.21,14,41,42,65,88521.45,-0.8657430776753167
3292.05,1628.22,9,75,24,64,66396.04,0.5253024459769852
1450.74,1879.4,16,61,25,50,32604.14,-1.2863874041621304
2186.88,1686.29,12,28,24,54,57760.97,1.7106932944163942
4656.81,2353.7,9,48,37,57,75744.82,-1.6206408059651
3368.06,1058.13,18,39,48,64,65586.27,-0.5640175980541423
2598.13,1173.25,12,69,32,68,54636.23,-0.9670314128731776
3308.06,2519.14,18,51,48,78,40797.48,0.8330590581317308
332.98,741.61,10,45,0,62,57884.38,-1.5819708440713085
4874.32,1591.16,23,44,39,61,88130.47,-0.6968940064448641
2630.66,2106.61,11,47,18,59,61363.61,0.6321958702251184
5596.23,2384.91,17,52,40,48,86536.99,2.1207610686149274
5510.66,2445.27,12,45,42,57,84715.63,0.28630583486814026
3343.89,1584.59,15,58,32,57,64655.39,-0.6820595972158959
2445.94,1292.94,8,59,25,62,61058.73,0.7909330991441688
3220.0,551.69,7,35,42,53,76776.83,0.6088624464185881
1116.91,1039.48,10,6,24,52,55286.95,-1.6606665770580717
3589.84,1702.49,16,51,24,50,76072.52,-0.5212375261035519
2438.64,1803.94,15,75,44,51,32631.07,1.4136150355694108
2531.45,1228.15,16,10,31,49,71764.03,2.5308628586316115
4626.84,1862.25,13,58,30,63,85407.32,2.6115358907530593
2670.54,957.9,5,58,20,57,72855.79,-0.12847194979599558
2531.66,2198.13,8,59,23,54,52584.45,-0.7958931986979535
4274.07,2214.3,15,49,51,47,60089.57,0.2948271702485905
4282.11,2405.6,18,54,24,62,76853.89,0.9159013452083206
3039.36,1418.66,20,78,25,48,62802.4,1.0448798239305006
2563.05,1595.41,20,14,26,54,68098.09,0.16326458652486212
2401.29,1773.94,16,32,11,53,70692.33,-0.3120569609461623
2902.17,2139.53,17,38,37,60,50818.81,-0.21040682187283702
2514.46,2069.11,16,22,31,69,55987.61,-0.6843290316638249
5517.57,1390.73,22,56,43,50,96591.7,-0.3220806286765136
3983.6,1076.67,26,97,28,44,75756.44,-0.29107314797168743
2839.11,1604.53,17,31,36,64,60272.44,-1.245588882815008
5101.77,2258.69,18,77,34,50,77408.63,2.3500135193466285
1039.09,1121.41,14,60,42,52,24952.08,-0.2293527075856656
4012.41,1710.62,9,66,33,59,70074.54,-0.9294109568816435
4854.02,1633.19,8,16,23,40,107337.86,3.2275741082877882
4305.33,2035.05,9,39,45,61,69972.77,0.17499586263789554
3304.68,1482.1,8,56,14,56,81081.78,-1.673421056881147
2395.7,518.49,8,52,36,70,61138.3,0.5454220928983061
3872.59,1385.09,6,76,31,53,73547.29,0.4914380884908085
613.33,425.05,13,36,22,63,50447.35,0.2190029674768756
3604.14,2021.57,12,49,22,60,74084.48,1.3737527037570456
4421.04,2208.48,2,61,40,66,67487.1,-0.21040209045393607
1267.76,1375.27,9,42,21,46,46393.23,-0.20920436612443594
861.13,1231.52,5,53,19,52,40385.21,-0.3747257164806925
1918.01,1105.74,21,39,33,68,51747.04,0.24743282860693214
3858.7,1345.14,17,93,35,51,66953.49,-0.6681611540349065
3764.16,1811.91,11,44,27,71,76355.91,-0.8967755778416275
4005.24,903.57,11,82,49,63,67040.79,1.7772309608310093
3237.2,1164.36,7,39,32,78,73781.76,-0.578058007134744
1232.08,1083.1,12,24,15,58,59316.37,1.109103186773263
2844.42,1626.1,20,35,34,70,62208.26,1.2935333156855846
2382.53,805.55,10,82,42,62,46631.95,-0.14497207266190087
3506.11,1719.39,14,60,41,64,58160.35,-0.692502646796267
3009.02,2555.09,18,24,22,51,62938.04,-1.3616188255501025
3375.36,1714.15,16,72,46,49,49206.78,0.13656268038458233
3931.62,2028.52,22,50,34,68,69587.68,-0.6856406600287461
3814.26,1696.1,18,28,20,59,88799.85,-0.19547265905769187
3851.35,1726.14,19,46,30,61,75737.19,-0.5702706898473953
3973.02,2624.09,10,61,22,66,67980.62,0.6219127261043702
3677.56,1148.8,10,28,38,56,81703.45,-0.10200055999970137
2459.74,1540.81,3,20,22,67,69716.14,0.08612997368153608
2782.06,1218.12,15,79,29,66,58364.68,1.6064710798129094
2479.55,1966.29,8,49,13,49,62425.31,-0.8479102198775123
3790.58,2143.45,10,55,33,56,63693.73,-0.017679853647727062
2386.86,1756.53,13,9,27,59,64557.24,-0.6150349169426418
2296.7,1352.68,11,82,40,69,38737.16,-0.15053975486925242
2903.43,901.4,20,14,42,59,71816.25,0.3759252929152975
3616.5,1265.08,4,14,42,64,76514.89,-0.5300836033499221
907.03,1900.29,3,39,16,73,38337.82,-1.7758980488467095
2367.52,1287.06,18,24,33,50,62459.47,-1.1553917999805172
4130.29,1770.04,14,42,37,93,75706.02,-0.2477479615553812
2628.19,1109.08,10,46,14,35,77646.0,1.6040616290350556
2192.99,1083.38,20,41,32,57,58892.81,-1.191612649925602
3880.65,1456.27,10,69,36,57,71679.29,0.3707557508454473
2541.97,1486.18,15,42,25,64,63594.57,2.45404877158678
4334.08,1849.41,17,52,30,62,82748.04,0.4815371569955443
3147.17,2531.26,14,32,26,70,59112.83,1.486427261606137
2183.83,1831.92,23,56,23,65,51166.04,-1.032579501256619
2076.25,1620.59,12,47,29,58,49007.13,-1.94952457659142
3363.89,1603.31,17,21,36,74,70352.23,-0.41876602894462267
3477.26,1751.17,8,41,44,68,59949.86,3.2507294069347314
4596.44,2724.64,15,79,40,59,58854.53,0.4104506168043039
3694.4,1893.62,16,55,33,52,66598.3,0.3305734253725891
2372.95,1795.67,14,67,29,48,47025.89,1.4376850714820268
3475.78,988.09,17,49,18,53,91084.95,0.824947199159598
4236.03,1623.89,17,36,34,71,84153.61,0.26347744631423425
4417.49,1708.77,13,37,43,51,77651.6,1.718435562075297
5855.74,1919.86,7,39,50,53,91398.35,-0.5700931416987904
3236.88,1515.39,18,51,28,57,70276.81,0.5176445554768502
1074.98,2070.54,14,0,35,63,32346.81,-1.4426565695123046
3244.21,2739.63,22,69,20,56,53979.13,-0.3483634243139344
5461.71,1661.91,19,27,38,50,103351.63,0.3773629856223916
3197.45,1744.73,17,33,52,63,51072.02,-0.4644035675321124
1805.8,1833.39,25,69,33,58,32125.66,-1.8599579161848336
3425.81,1403.13,15,67,39,49,61451.14,-1.0700233689623884
3623.99,1202.51,14,27,35,58,80578.46,-0.4734677886626189
2374.66,1057.18,12,58,29,63,60317.45,1.240730876867683
4066.12,994.98,12,81,30,68,81239.47,2.3071122883818287
3710.4,1330.85,8,59,18,56,86599.19,-0.01805492512086735
3932.52,1752.36,17,74,26,37,74002.58,-0.928926763302524
5414.1,2353.89,11,64,28,52,90182.5,-0.97792554965063
3456.93,2548.42,12,24,54,64,44472.83,1.0656611770545152
4674.63,1747.79,5,41,46,48,77984.07,1.065824556582134
3054.75,2240.2,13,46,38,50,49024.49,0.6061351438206237
3121.31,1555.43,15,60,39,63,56824.52,0.5024947383251327
2158.64,2210.59,15,24,24,64,51740.03,-1.1966790249260566
4787.35,1782.59,12,51,32,59,88497.3,0.7812198335902053
2147.8,1534.42,14,59,18,72,58091.12,-1.99888170847578
2717.76,2173.12,11,37,24,64,57862.12,0.42635156848103134
4733.11,1118.96,18,61,41,57,85939.41,1.4357770069016411
3720.69,2726.34,13,60,23,55,62668.84,0.6819486802331971
5000.12,2385.12,23,32,28,57,91606.19,0.4816729886099812
4883.93,2077.66,20,87,30,34,78201.03,-0.764080969886695
2545.93,783.81,6,64,36,67,59078.59,-0.037211946428453456
2529.87,1174.91,19,18,20,68,77289.88,0.25351052824125325
2756.52,1339.92,3,27,39,48,62683.39,-0.7106912975566171
2055.56,1268.64,13,39,33,56,52661.44,-0.5786907615717439
3115.28,2475.59,14,28,33,79,56280.06,-2.0367954899892964
4017.05,2013.77,23,33,55,56,57616.05,1.9438885062295703
3845.81,2429.24,10,49,45,59,52197.49,-0.8452986444371529
2121.44,1629.43,21,63,28,38,46042.35,-0.7931649906473686
3683.84,1287.79,19,61,39,74,68937.5,0.4989061772543978
3161.07,1579.94,25,51,33,63,63733.5,0.6117264032749051
4414.45,2209.66,3,76,23,70,78595.27,0.6287014512828628
1877.08,823.87,18,42,32,65,55008.03,0.2593564217690301
3443.47,2180.65,10,46,25,37,66680.78,-0.5652768504570536
3371.32,1109.83,15,49,35,43,73685.04,-0.7504199697614317
3869.0,1470.36,13,37,43,54,72452.22,1.0135832115087469
2077.28,1373.18,12,37,25,35,56152.1,-0.2987873791350497
6400.35,1984.69,21,44,39,60,110067.21,-0.2781813448677922
3779.4,1694.55,16,50,38,59,68370.08,-0.30148090445697057
3618.88,1271.04,15,38,36,56,76147.27,-1.2340046959002684
2983.44,1848.54,14,84,27,51,53911.82,0.9738113945421256
4944.02,2071.11,10,58,39,75,78787.08,-1.637022733963429
3216.87,1195.01,5,29,32,70,76900.37,0.13218529022005845
4699.54,2343.98,17,31,36,55,80916.4,-0.991571905074236
1384.87,1199.6,14,1,37,67,48718.52,2.739834117578245
4066.71,1583.08,19,70,48,74,62385.01,0.1289636707799843
4940.26,1502.35,21,89,21,45,94556.57,0.8377722764445041
3507.57,1520.19,11,55,36,47,66293.39,-0.6517325101848578
524.31,912.92,12,26,16,52,50983.43,0.3020807719822587
3684.76,1459.75,15,46,54,60,58930.69,0.8526318548909845
4334.16,1619.84,18,55,35,72,79362.94,-0.8350591151287072
2171.94,1474.99,10,40,27,53,54899.96,-0.4045950328010183
2772.34,851.18,16,28,33,61,73633.89,-0.20515431920244
3771.81,1887.78,16,68,43,70,56499.56,-0.6463528526238458
2672.88,898.43,9,69,43,73,51629.16,0.27808712257108176
4375.25,1833.45,18,28,33,69,86186.66,-0.8642593497978208
3884.09,927.98,18,54,37,64,80561.99,0.2786977392416054
3834.14,2369.84,4,70,20,63,70349.95,-1.4866699724881642
4943.93,2323.11,12,58,34,64,78672.91,0.6897286528957701
4409.74,1148.76,14,51,11,48,109992.36,0.2618392448165872
2277.61,628.24,12,64,20,53,69833.51,-1.5005326364478049
5130.7,2323.29,15,63,40,63,76988.68,-0.8279320715921513
4577.48,1777.55,16,52,34,42,82207.08,0.3630550812303376
3664.05,2040.62,23,56,29,59,67559.6,0.9908186561671452
2629.7,2074.75,15,46,29,43,53048.16,1.0505245071845508
4786.92,763.15,24,60,42,55,92996.5,-0.7358069542863386
3613.11,1376.82,16,42,48,62,62603.26,-0.1427197611877874
4312.21,1834.31,17,69,40,55,68320.16,-2.076801460670206
4221.1,1934.54,8,56,47,66,63594.46,-0.11407061696416075
2062.38,970.49,19,45,42,60,46616.77,0.783684095311873
2999.81,1826.36,19,50,28,66,61870.17,-0.4722280711749013
4325.21,886.39,16,59,33,63,90543.53,-1.291435535172735
2579.26,958.95,13,42,19,78,74933.54,0.6331694940869945
3812.15,2671.82,13,42,38,55,56375.66,1.3737850609340885
4218.88,2005.12,16,40,29,45,81462.27,-0.17631723768686816
1804.74,1447.79,15,61,15,44,55068.73,-1.0044081799913225
2702.22,1536.88,17,61,17,49,66095.62,0.6356516944548841
3600.6,1526.48,18,49,47,54,61404.09,-0.7472221566956144
4847.52,1587.73,20,79,24,45,92746.61,0.6509899357996924
3881.96,1061.31,16,54,27,52,87973.08,-1.1242936224771334
3565.09,1900.73,15,64,40,57,58103.96,-0.4765935955880201
3057.15,1363.19,22,67,48,41,46686.24,-0.4514540589632957
4932.64,2146.95,10,77,55,57,58781.52,1.1889198544984452
5060.35,1323.34,10,48,48,65,87600.59,-1.6524493283021084
4383.9,1629.47,2,48,32,40,82909.8,-0.5019281372088631
3073.87,1459.92,12,31,30,80,70470.02,-0.9866912431982156
3910.59,2177.88,5,31,43,35,64407.97,-1.5351670391005048
4769.74,1934.32,20,70,30,57,83809.41,-1.0099709092927602
2622.87,1734.33,9,52,49,56,38348.88,-0.21626579199602192
3741.75,1964.46,19,57,38,63,61840.27,0.0032332287677070445
2003.31,1790.67,25,41,30,67,43912.04,1.0519128806303977
2812.14,720.6,8,65,29,57,69809.15,1.7539156448551714
3647.35,1727.05,8,76,34,53,62319.04,0.4952829531719458
5067.89,1696.3,14,78,34,56,85471.1,-0.18131624494632714
3930.83,1761.76,11,36,27,61,82097.42,-1.3435755534919778
4116.78,2115.59,8,4,38,34,79890.97,1.2389180582685109
3057.68,1547.49,8,52,18,44,73925.19,-1.708812785267403
4533.02,2305.97,11,23,51,60,68119.11,-0.6146147498317737
3601.3,2001.09,8,41,50,88,53171.12,-0.3032198214923453
4797.89,1300.06,18,48,44,48,87033.6,-0.09643670206652934
2261.55,801.68,1,33,44,54,54258.1,1.345720734138931
4310.47,1561.39,15,48,35,49,81949.17,-1.098140292525987
2932.77,2103.37,12,8,40,67,56888.47,0.241172342553804
5796.5,2495.43,14,46,35,85,92734.76,1.2355517273234635
1423.1,1967.72,12,65,25,61,33881.17,0.8769216771629716
5483.67,1684.2,14,86,41,53,85470.8,-1.6345423470862768
4883.91,2201.69,9,84,41,59,68142.11,0.9676855427679434
5202.19,1435.88,5,64,26,78,102728.91,-0.9812530531812008
3790.62,1801.43,12,29,31,68,77134.49,0.2035138265256788
1543.66,1927.87,10,49,16,62,47238.07,0.7852818552858077
2983.05,1517.2,14,65,41,56,52682.44,0.17604840635120372
4023.07,1500.92,12,72,22,74,82205.99,-0.4630131247622275
4865.71,1914.88,19,68,51,59,66978.56,-0.3115010880035162
3403.57,1034.1,3,67,52,48,56260.08,-0.6526913431525562
4367.85,2000.79,16,33,41,69,77036.83,1.5198015645495184
1757.5,1030.99,18,24,24,54,61676.03,-1.378348498823279
3748.53,2568.34,10,59,27,44,62085.51,-0.867486523302215
2399.67,1469.02,16,40,18,60,67264.86,-0.7004743254632984
4507.79,2292.98,15,72,33,56,69748.64,0.35483159880258025
2205.93,1299.24,11,45,23,46,60262.9,-0.2641846058257349
3888.93,2517.55,14,38,36,73,61760.44,0.6039588487093492
6672.36,3037.84,11,63,47,55,85480.73,0.24295559442611145
3156.75,2499.6,8,87,42,74,34238.27,1.9539599033132824
3069.07,1634.93,9,25,25,59,74992.61,0.8075029097666452
5670.75,1454.82,23,95,34,63,94127.72,-0.14507809954014794
4566.32,1655.87,20,20,38,53,89730.72,-0.7537942220211145
4190.94,1573.1,12,51,35,64,77751.16,1.3966996846525066
2095.84,1897.21,25,27,35,59,44482.84,-0.5443112471343324
2667.34,1374.59,18,43,34,60,59301.55,0.4198768205975237
3514.36,1609.84,2,29,31,56,77811.71,-0.2271447308272004
3047.5,2103.58,17,61,29,62,54318.05,-0.3200115741648461
4727.26,2116.32,15,79,55,66,57265.21,-0.21998536518656767
3345.03,2148.09,17,80,18,47,61508.46,0.04430652561650967
1306.46,1117.15,10,42,28,64,45803.73,-0.7194214984628549
3117.91,1730.71,23,52,30,53,62885.12,-0.7406363238477522
3957.68,2365.7,15,68,37,58,59021.49,-0.6793230976591585
4035.41,1280.81,10,69,39,49,71904.96,-0.6844091729301821
4299.57,2193.58,9,16,60,48,60585.74,-0.0918552234976271
3473.08,2401.55,11,41,24,42,67333.33,-0.5613427088246159
100.0,881.28,11,27,8,55,48220.19,2.05308333770332
4001.75,1188.6,11,26,31,58,90998.47,2.7808958088606603
4568.0,1919.06,22,58,41,60,73566.84,0.8073035183948666
2548.12,2490.14,16,54,26,61,46761.99,0.6024342891090454
1932.42,2051.88,17,39,29,54,42033.35,0.6544526939643408
4533.76,1202.22,12,74,35,43,84891.51,-0.6162985678895458
3180.79,1079.91,7,30,26,58,80347.91,-0.0266328938873774
4409.89,1889.93,14,58,37,55,75515.26,-0.5820903390668369
4274.01,1793.1,9,35,44,55,75218.33,0.7485917339646804
2419.42,1194.51,12,73,20,54,61756.7,-0.3903399582265785
1899.77,1135.49,15,58,16,74,60866.24,-1.4060970771488075
2321.83,953.79,15,63,44,47,46209.6,-0.27526287313039216
3378.33,1684.7,19,69,33,49,61841.78,-0.2763418985504376
3982.74,1564.78,16,47,36,64,76041.39,1.1683183752866733
3779.61,2003.55,15,56,24,71,74272.31,-0.43773467259421417
4332.77,2369.38,13,64,31,44,68919.77,0.5272953937748227
1781.8,1661.22,12,67,25,49,41735.43,0.7278532475256348
3746.02,1432.28,9,44,39,62,72645.07,0.8764101742485016
2795.69,1902.21,4,33,26,73,61447.77,-0.8443154615200616
4053.45,2097.91,6,71,41,77,59980.78,1.379134609860709
2587.54,1714.25,21,41,32,69,54450.97,1.593507949368258
3382.62,1714.33,14,74,20,55,67820.71,-1.376845047462886
3962.47,1694.17,18,69,42,38,62737.41,-0.3073123752443711
3706.18,1755.97,20,48,36,40,68022.64,1.2928395238113497
1894.11,1465.42,8,48,29,73,47478.42,-0.1398467738821134
4848.78,2174.53,9,74,29,67,80005.64,0.4550839965446398
3826.18,1192.92,9,73,27,67,78565.99,0.7793074148502562
4677.43,1291.56,9,81,37,68,83332.58,-1.9390425899927384
2084.57,1602.08,8,54,15,66,57638.19,1.0859297581116292
3568.26,1838.53,15,2,41,58,71204.31,0.7306197182954783
2822.25,1928.42,18,41,28,74,59482.73,-1.3018469320666102
3116.36,1380.07,16,49,28,67,70220.55,2.322974421678748
3146.87,1010.94,22,66,58,74,46240.0,-0.6351585699197699
2832.02,1744.17,19,50,41,76,49638.21,1.0741022586277171
2365.1,1333.24,11,53,47,62,40721.79,1.204088951051609
4424.94,1140.88,21,51,41,69,84019.14,0.1572345442282742
3021.13,1255.1,6,31,41,41,63320.54,0.15429307893973845
5345.45,2072.52,22,21,43,49,92380.99,-2.321368887642594
2178.01,1770.91,14,40,34,70,45953.26,-1.7829833466211376
2651.29,1072.44,7,59,49,67,47450.62,0.6583435632071061
2910.58,1838.28,24,59,33,76,52889.01,-0.8129239449091052
5931.49,1722.79,11,43,53,69,93499.46,-1.906418276107083
2023.8,1427.38,4,32,24,42,59543.02,0.9784032866767683
2310.83,1854.31,7,22,7,54,74179.82,0.6309179970509777
4031.46,2293.65,10,82,20,53,70630.16,-0.6902502384285584
3640.47,955.57,7,40,27,54,86954.78,0.07614953257697095
2960.75,1662.93,6,34,27,61,68764.68,-1.3941010847740365
3366.09,2175.86,17,76,24,53,58667.82,1.0003700265535
2599.87,2286.78,16,55,30,55,46316.02,-0.07697728927987632
2623.01,2737.9,17,13,39,68,43665.58,-0.05549766598495288
2549.36,1219.05,12,68,47,35,41755.44,-1.3012609451204482
3949.61,1728.45,11,71,33,60,69311.69,-0.09562127526399447
3998.6,1189.74,18,68,36,52,76550.07,0.2564766332936707
3163.72,2289.36,23,52,30,63,55674.61,0.9685566428853284
5168.65,1748.76,7,108,40,47,74817.27,0.1122263728280746
2129.76,1168.58,10,55,24,48,57686.41,0.21686074814744605
4229.89,2162.46,24,50,52,67,56579.69,-0.8296461012101198
4000.6,2538.67,13,51,23,58,72728.87,-0.9298411130099429
2906.67,1002.72,14,78,34,74,58581.32,0.12341956276184993
870.45,1324.88,6,46,24,51,36849.01,-0.8837437147754102
2275.55,1281.81,7,7,34,49,63399.16,1.8676019315803671
2715.92,1131.39,11,34,38,56,62748.16,-0.8011348279111732
3089.03,1390.67,13,59,19,54,72596.01,0.6848103528642039
2238.3,1228.14,16,27,27,53,64930.31,-0.5550690349105519
4692.18,2201.12,19,73,36,64,71704.3,-1.711850615757588
2698.57,1273.91,6,66,18,64,66860.38,1.6078802650177968
1730.72,1616.43,16,28,19,39,56857.89,0.5473652995644194
1481.04,1449.37,8,33,30,63,44843.1,1.0333567929618968
2218.38,998.78,11,31,27,59,64968.12,-0.9445904634145114
3334.5,1549.84,16,42,36,54,66737.38,-0.15113495888816136
4803.47,2337.74,14,82,33,71,73090.93,-0.5333359364203458
4389.13,1303.3,8,65,37,40,81994.01,-0.05811499776227552
3548.76,2310.8,16,48,30,50,62228.98,1.152006300604141
5728.64,2529.16,22,86,37,57,81343.0,-0.024764782140271425
2887.98,1007.38,15,71,20,61,73675.06,1.568741509153074
3691.69,1816.21,10,48,26,44,75925.27,1.1384243360562214
3903.31,2112.26,18,48,30,34,71776.29,-0.1490379846717445
3400.16,1571.99,13,60,37,75,62513.59,-0.3618553692711116
2946.99,1548.78,25,19,34,57,68827.39,0.9625679963296551
2108.41,1730.48,10,51,34,56,42620.95,0.24083908365013554
3361.23,2038.76,12,85,14,47,66764.66,-0.4535279423703527
4162.43,2097.06,17,95,17,67,74973.56,-0.2462716411625023
3636.35,1499.06,5,19,36,74,78864.4,-0.1583105545280673
3726.79,1725.32,11,52,23,51,78678.45,0.0031709727240113936
4409.57,2810.71,13,19,49,53,62273.21,0.29710556548235595
3925.73,1394.22,11,85,36,59,66216.73,-0.3866697199727449
3894.93,1656.03,12,87,36,60,62951.12,-0.4114772245455973
1852.67,2367.39,9,18,39,45,32530.39,0.362562082770386
2039.76,1323.74,17,35,24,57,59941.65,-1.0881819485079802
3716.28,2267.64,12,30,33,61,68679.27,-0.5933473850033594
3112.85,2035.65,13,23,23,37,67931.41,1.2758654714426625
4925.17,2400.37,8,19,50,59,75838.99,-1.3956875610395596
3850.83,2234.9,14,44,49,49,53423.47,0.6390540196207325
2573.51,2014.6,16,13,40,61,51927.34,1.4223300649893464
1334.64,1132.74,10,46,35,63,39179.74,-1.6604691247048882
1990.17,1305.74,22,80,27,53,45149.0,0.2272142369606266
5905.16,1462.63,11,75,44,49,95841.2,1.0885999472385035
2785.51,1778.32,11,73,38,51,43234.36,1.2822409633486085
2974.12,1600.98,12,41,37,39,58525.73,1.099952406270552
3561.3,1724.93,7,49,48,44,56216.82,-1.651394081432722
4128.86,1275.68,9,74,50,73,62466.89,1.3272324608405588
3958.51,2335.22,14,48,41,75,61159.84,-0.07980190305563106
3932.99,1439.88,18,45,23,85,88148.34,-1.6115309788356618
2211.09,1764.3,13,67,24,48,49731.26,-0.8456084749570574
5801.8,2297.94,11,74,36,55,91138.11,-0.5460690656446703
2188.44,1311.6,13,54,35,69,48391.48,1.6293565421480074
4122.62,1612.36,16,24,30,68,87824.58,-0.3047053740359713
2879.67,1335.51,10,43,24,62,72218.96,-0.5875467812427826
5311.31,1642.41,5,81,36,38,87285.28,0.6585381845306638
4829.87,1370.77,16,66,45,55,79709.32,-1.5475820350069949
4085.65,1530.41,13,10,27,57,96059.29,-0.11429580340237724
1318.27,1517.67,20,19,22,67,50652.66,0.05192060204987792
4286.65,809.78,13,77,54,77,68842.38,-0.2064073076768523
4326.11,2765.79,5,35,30,60,71069.13,-1.5685285642049691
1891.44,1375.53,7,57,47,61,32502.76,1.5928065286661108
3071.0,1669.99,23,20,28,70,74086.16,-0.08313526957166555
2206.31,1632.2,24,33,33,60,50969.98,0.40485774615196857
3404.44,1869.68,17,47,26,67,69674.39,1.0096525937912737
5322.8,2181.49,17,62,29,72,91887.13,-0.5495523750661343
3238.02,1086.81,14,64,20,73,80092.94,0.1682652384708032
4685.82,2000.53,10,55,48,60,69695.14,-0.4056862292429477
1467.04,1807.56,16,48,9,51,52720.48,1.726288608745949
2258.97,1062.06,9,61,18,59,66913.03,-0.19009278814412886
2860.53,1530.29,16,7,33,54,71435.59,-1.15134391902023
4123.98,1356.83,12,42,32,51,85334.43,1.2939412045480931
3355.58,2034.51,15,73,30,50,56685.54,0.3238806395790464
3574.23,1474.48,7,26,34,67,76655.86,-0.9559002683325936
3227.53,1933.52,21,42,50,62,49861.0,0.26160567164539433
530.82,1623.7,20,42,15,55,34955.32,0.5665655282276125
5164.02,1877.27,11,71,33,66,86772.97,-1.143016909110384
5044.84,2247.08,16,98,35,71,70688.01,-0.1777885661392384
3504.62,2365.04,15,66,32,47,54422.13,0.8846285458641031
2475.59,2122.96,2,36,24,41,56122.42,1.4471917784491626
2984.28,840.68,6,46,43,54,63646.36,0.17807542195253911
2630.55,1863.69,26,56,30,74,50776.76,0.8893435830557664
5950.17,2139.44,16,70,46,45,85593.74,1.2813795277627955
4485.46,2330.85,15,27,39,66,75699.65,0.2090966635887749
5522.72,2765.65,9,67,48,63,68172.45,0.7571614580376226
4019.61,1736.99,19,55,37,58,71670.27,-0.4811087356186049
