responses,offer_discount,offer_quality,offer_reach
6203.0,28.0,14.425447167047325,38710.0
5121.0,40.0,12.84518997767119,33335.0
4425.0,29.0,11.916113675739382,29202.0
3011.0,14.0,17.999492425779763,33252.0
6260.0,23.0,20.189230155981257,50945.0
4273.0,23.0,16.553606174182725,42532.0
6958.0,47.0,11.421083610216105,35426.0
2527.0,25.0,14.675171235825637,28966.0
2479.0,19.0,16.723627619941542,28863.0
7768.0,45.0,13.869809227102706,35527.0
3794.0,32.0,18.817352359839468,26521.0
5985.0,43.0,14.672942043514523,48841.0
4608.0,26.0,7.945505346315771,37158.0
2380.0,15.0,8.45146958631139,39916.0
5993.0,40.0,12.94793457471769,43010.0
3636.0,31.0,14.477258502783998,26036.0
4739.0,44.0,13.125588990667305,16567.0
3007.0,22.0,16.13967830942943,49664.0
4166.0,20.0,17.486449758238262,44310.0
3421.0,25.0,13.43101939753799,27004.0
5346.0,41.0,15.060429552559151,44676.0
2979.0,30.0,13.092387962299767,27866.0
7026.0,34.0,12.867755907592054,35419.0
5841.0,36.0,15.036273504357426,48528.0
3941.0,26.0,14.26499641786549,35580.0
3493.0,26.0,11.042704129419016,33745.0
4572.0,21.0,16.632029712317276,38294.0
3691.0,19.0,18.6375281181722,40901.0
2994.0,26.0,13.838525699584576,32549.0
2594.0,24.0,15.88025363445916,34667.0
4222.0,35.0,11.3461020123043,33658.0
5716.0,46.0,18.951472844799476,43921.0
5383.0,38.0,14.415539368780975,39419.0
4156.0,23.0,16.133166953857092,31480.0
3463.0,24.0,9.658672523735106,27513.0
2928.0,20.0,12.384639437823186,40591.0
3449.0,18.0,15.735257629954958,38332.0
3658.0,28.0,15.258040409991164,33572.0
6652.0,49.0,12.495289927903144,40881.0
1020.0,20.0,9.806931033838538,15903.0
3791.0,26.0,13.762830451986707,38848.0
3523.0,29.0,16.079502782199576,25171.0
3678.0,12.0,12.397865578077225,48902.0
4802.0,44.0,14.699356041053878,32404.0
4170.0,28.0,8.844683400482236,33225.0
4264.0,19.0,15.406408260646746,47527.0
5753.0,37.0,7.73330948478399,40339.0
6281.0,42.0,16.64806041323066,36164.0
2620.0,25.0,14.332344464508314,21118.0
232.0,13.0,11.576109982934181,8597.0
6386.0,39.0,14.625164819139636,44752.0
5490.0,45.0,14.952706640784623,29545.0
5123.0,34.0,11.300316098034642,43996.0
4239.0,24.0,11.242509985253228,36789.0
6318.0,52.0,14.64944452782804,41764.0
5145.0,23.0,18.504486053603475,31644.0
1898.0,21.0,10.564831724084499,34308.0
2946.0,49.0,12.809677616118037,29552.0
3678.0,23.0,13.837624518102647,32529.0
4071.0,40.0,12.848663400840776,19802.0
2095.0,18.0,16.395034745648324,26496.0
5304.0,41.0,14.709148597280944,44714.0
3883.0,30.0,12.913509855284298,40035.0
4457.0,14.0,14.653672407564226,59949.0
5107.0,32.0,11.72561422521451,26660.0
3049.0,31.0,8.88743253180191,39414.0
6548.0,45.0,16.948136595811114,47642.0
4430.0,36.0,13.510704522794477,25396.0
3959.0,19.0,5.9153363606777765,24417.0
4234.0,22.0,10.388955083451108,37193.0
2302.0,33.0,13.703384560653848,14678.0
4284.0,31.0,11.121908860216072,27629.0
2829.0,28.0,10.020504982736112,42279.0
3151.0,22.0,16.227843379206913,22613.0
6887.0,48.0,11.256680462541848,46301.0
4017.0,22.0,10.474683092926789,38186.0
4354.0,39.0,18.19107447440811,32065.0
3528.0,30.0,11.122349613381752,32549.0
4135.0,46.0,13.875197709139277,17687.0
4540.0,45.0,7.886892868694947,33317.0
3026.0,40.0,15.606425809164975,23652.0
5501.0,40.0,11.856980867819999,45956.0
5297.0,32.0,13.029234748902638,49013.0
3997.0,13.0,14.463127248617752,37501.0
6017.0,34.0,13.238830577787478,28439.0
4741.0,29.0,11.967663815540089,36473.0
4717.0,41.0,13.48499374782648,30156.0
4502.0,41.0,11.936605771866864,41667.0
2060.0,15.0,13.450596950334893,49080.0
3690.0,29.0,8.471319893781713,44453.0
3727.0,14.0,17.35240562731525,56489.0
6995.0,45.0,11.077355399503489,45538.0
5281.0,39.0,13.898148981779235,55715.0
0.0,13.0,7.713426240688586,13252.0
5899.0,27.0,21.60813388118076,50255.0
4902.0,30.0,17.675315803227317,35289.0
5174.0,41.0,15.914010302644561,37102.0
4749.0,31.0,18.151907290979125,26245.0
4653.0,35.0,19.297710278401084,42970.0
5471.0,28.0,14.358606659031956,39204.0
4318.0,35.0,12.593398344336231,34155.0
5327.0,45.0,17.77427417904692,14193.0
3624.0,34.0,8.086711512254947,15024.0
4531.0,33.0,16.229174687205962,35404.0
5256.0,30.0,16.870788628124675,26450.0
4375.0,30.0,17.754525870386512,35553.0
4608.0,27.0,12.848060961470662,46835.0
3124.0,25.0,15.641460698072294,28629.0
4755.0,30.0,23.141164985793033,28801.0
6012.0,42.0,11.498218584155524,31448.0
3034.0,22.0,9.955377491151504,23924.0
2346.0,35.0,13.455132777117402,37848.0
5136.0,36.0,17.50200177552201,29171.0
4360.0,36.0,11.842317787816787,51505.0
5731.0,42.0,17.110705627595006,53975.0
3849.0,26.0,15.199561523917936,58646.0
4022.0,12.0,9.732243390992368,51608.0
4800.0,22.0,10.740233807692736,30565.0
4201.0,29.0,17.136057474399824,41089.0
6087.0,38.0,10.239538298887075,45644.0
3714.0,27.0,16.356126786667136,20056.0
4071.0,33.0,14.680806524579552,38983.0
2622.0,33.0,15.28361799567838,29659.0
4158.0,44.0,17.6217618414553,29949.0
3600.0,33.0,11.026659986327832,27714.0
3484.0,48.0,12.939740096596031,28460.0
5926.0,25.0,13.229700877251577,50929.0
3719.0,21.0,17.693819670135152,34258.0
4194.0,32.0,10.660544931524953,27600.0
1156.0,18.0,8.425516742358566,13885.0
2510.0,29.0,11.041253445226609,21977.0
3920.0,21.0,15.241885931736245,31686.0
3468.0,27.0,10.276881751062847,36539.0
4826.0,44.0,16.007411434033013,30544.0
4150.0,45.0,12.58534997989014,23185.0
5650.0,31.0,14.884130957572147,56751.0
9412.0,46.0,13.495575719879376,50807.0
4289.0,28.0,14.560211034846198,42421.0
3707.0,26.0,10.97341264212819,16375.0
1899.0,37.0,10.59078810560721,37672.0
2591.0,23.0,14.967288087493957,21963.0
3239.0,33.0,8.191845157059953,24354.0
4639.0,34.0,11.559701003918875,21410.0
5012.0,38.0,13.284217673900933,44138.0
6913.0,44.0,12.007848716522089,26770.0
4434.0,43.0,12.920593711109694,37351.0
5888.0,25.0,10.422580029069714,53733.0
4979.0,33.0,10.794361638425725,34149.0
2987.0,35.0,20.470817979234276,30674.0
5270.0,27.0,14.870629716214028,38075.0
4177.0,16.0,22.424548567061994,55985.0
5278.0,35.0,9.253718136593806,19798.0
3250.0,17.0,18.845507425348895,39677.0
5972.0,47.0,14.106421872608712,44736.0
4641.0,5.0,11.351529342356654,49568.0
3509.0,43.0,14.872858119985459,20903.0
5329.0,35.0,9.866527080135054,18407.0
3910.0,33.0,19.522043783913677,16924.0
2764.0,32.0,13.966327511696983,44835.0
4770.0,28.0,13.225725230987713,29059.0
3783.0,35.0,0.26767074151768583,27477.0
5816.0,35.0,10.223447607309398,41804.0
5138.0,25.0,0.0,35193.0
4789.0,35.0,15.395073831624675,19383.0
4487.0,35.0,11.422211411166447,33033.0
3223.0,20.0,14.671067805196413,28241.0
2779.0,22.0,16.89751409008631,30714.0
6071.0,41.0,15.43865632784492,43644.0
3262.0,32.0,10.914129215795093,30604.0
5086.0,42.0,18.248811502460857,32520.0
5403.0,35.0,14.223495124435226,48698.0
4909.0,33.0,13.993682780601038,49895.0
5109.0,35.0,17.2374371532301,29436.0
3143.0,29.0,16.35544370489059,29090.0
3949.0,34.0,11.288884825307765,27101.0
5556.0,34.0,13.545670732966613,46536.0
4746.0,40.0,16.629072449730046,20108.0
4045.0,23.0,11.680299113518252,42542.0
3836.0,27.0,11.586981325878158,40317.0
5403.0,40.0,9.76312937613457,40383.0
7181.0,37.0,7.191153555666553,50635.0
2861.0,23.0,8.23729949157431,27793.0
3259.0,34.0,12.670013249428822,28644.0
2658.0,16.0,20.14856483042802,20851.0
2092.0,16.0,16.992930547697274,28222.0
2831.0,26.0,11.479925562049706,33042.0
5504.0,30.0,9.467154871075804,30696.0
6652.0,47.0,16.79511790468577,36076.0
4530.0,32.0,10.090933585236519,42996.0
2248.0,27.0,14.832063257863295,46205.0
3234.0,39.0,10.750301311382755,32628.0
3442.0,33.0,12.779884865100161,31824.0
5495.0,46.0,11.1157405854035,31450.0
3380.0,25.0,12.877239357909156,45138.0
5169.0,37.0,12.274344927540437,36053.0
3845.0,14.0,9.540262344308418,30017.0
3740.0,38.0,17.949414179913322,19056.0
5187.0,39.0,10.439391328903723,44326.0
2968.0,24.0,14.750162964854916,31339.0
3094.0,29.0,13.093806634744983,33420.0
2266.0,27.0,8.138507276429403,37355.0
4659.0,35.0,13.797935368498099,30434.0
2972.0,45.0,8.9701346608385,25742.0
3111.0,24.0,11.800231393177086,23727.0
3464.0,27.0,14.88712222099792,24595.0
6530.0,27.0,12.83631824199129,41269.0
3916.0,27.0,15.173147891360735,37186.0
3779.0,26.0,8.399835616796206,37108.0
3770.0,23.0,5.022770278128085,25134.0
3894.0,20.0,11.282909728307198,18451.0
5782.0,48.0,11.141535838538939,24855.0
5649.0,41.0,12.771750150624765,49597.0
5217.0,31.0,10.685511914045165,45394.0
3738.0,22.0,15.024826580880921,33143.0
3638.0,36.0,10.681559990163338,18545.0
5013.0,24.0,13.418101486485233,46715.0
4899.0,55.0,17.122965792195696,11745.0
4210.0,30.0,9.287722519493315,20768.0
2952.0,25.0,9.675422219565101,21921.0
4193.0,29.0,11.287981991523035,19891.0
6274.0,43.0,11.976183827578172,38686.0
5042.0,33.0,6.8757752419461395,31476.0
3081.0,32.0,11.768042449575482,28555.0
2964.0,30.0,13.202653008460423,35033.0
3136.0,29.0,13.689636845888343,30903.0
5866.0,32.0,9.019963196612276,45535.0
3907.0,30.0,13.786564978521705,39500.0
4480.0,39.0,9.742825045081648,23332.0
1744.0,0.0,11.366245761646743,29096.0
4983.0,38.0,15.943845332906665,40726.0
5544.0,25.0,13.076502620201225,34422.0
4066.0,26.0,17.350960170892353,32399.0
3672.0,23.0,18.53064933134086,31648.0
2937.0,34.0,12.081825760257164,26722.0
2826.0,31.0,12.252995175122077,39824.0
4171.0,27.0,21.26917285306427,31328.0
2990.0,14.0,15.072979391394941,27951.0
5572.0,42.0,14.644647110631546,31913.0
6311.0,31.0,13.63206213761297,50275.0
3470.0,18.0,12.821634604569853,36739.0
3444.0,42.0,12.336011682553305,32752.0
4781.0,42.0,15.775559233162156,27655.0
1343.0,32.0,14.248217375094844,0.0
5414.0,27.0,11.084808488289003,50337.0
2829.0,35.0,15.739267456269472,36020.0
6440.0,34.0,10.264860290437154,53135.0
4784.0,20.0,9.438707126567,36932.0
4363.0,20.0,18.361794056483966,46148.0
5160.0,38.0,8.154951609620335,32008.0
5165.0,23.0,9.793596434295065,36390.0
6163.0,38.0,10.106818541332661,40500.0
7022.0,47.0,16.601869167423807,50794.0
5457.0,41.0,15.870913535758216,26233.0
3835.0,26.0,12.59658954598323,32687.0
3534.0,25.0,7.847855498321943,41672.0
6768.0,47.0,14.075811967583839,33484.0
6407.0,23.0,9.45608204976839,55551.0
3902.0,32.0,7.486664593733197,15464.0
4832.0,19.0,15.660146321086897,68742.0
5045.0,26.0,8.107748193169774,46071.0
5079.0,39.0,14.020139671212394,36316.0
4741.0,35.0,13.656641918241936,38208.0
3494.0,19.0,14.310905359124993,27497.0
4602.0,37.0,13.36154599702449,31263.0
4762.0,26.0,11.327935242690137,38166.0
5031.0,45.0,19.569206293066614,21167.0
2851.0,40.0,13.144585869829237,16217.0
3696.0,49.0,15.858666467795858,26248.0
389.0,8.0,11.950239572716434,29648.0
6194.0,36.0,5.3026240259353585,29960.0
4777.0,39.0,15.33353442929199,27191.0
4082.0,38.0,13.335460541680886,34442.0
6060.0,48.0,12.260928931313867,44103.0
3085.0,27.0,18.602029571683893,33010.0
5686.0,29.0,11.640211496268265,32760.0
6813.0,52.0,14.565212902590366,38801.0
6260.0,20.0,8.738913784335784,51765.0
2020.0,34.0,12.474041518080073,19769.0
1704.0,23.0,12.874849269002164,22572.0
3380.0,30.0,16.89565890838709,35677.0
6143.0,37.0,12.141372751689426,28468.0
4926.0,27.0,11.011351848280668,28920.0
5794.0,52.0,9.562578097193335,41440.0
3797.0,27.0,15.968818040181457,22750.0
3090.0,23.0,15.294395378345628,26313.0
4068.0,27.0,11.235458319820227,21451.0
3479.0,32.0,13.680027091316045,39682.0
7056.0,40.0,17.38609278297568,43747.0
2124.0,28.0,13.67173541216831,23839.0
6815.0,50.0,16.0112540918258,36321.0
5055.0,33.0,15.074258271384668,35149.0
5193.0,27.0,15.404724927531642,64388.0
5483.0,61.0,13.77902918727241,11911.0
2033.0,31.0,17.483511747956648,28400.0
4430.0,19.0,9.830123167481325,42487.0
5433.0,31.0,10.740325968946811,36865.0
6924.0,40.0,11.34652523552744,36942.0
4589.0,38.0,13.938857120457879,31893.0
2885.0,23.0,12.358262882975584,36365.0
4391.0,24.0,13.59575863325777,34826.0
5970.0,42.0,9.963463392569714,29205.0
6210.0,35.0,13.474098807904385,42195.0
4844.0,23.0,10.064448097255836,33241.0
8316.0,51.0,13.558630770554817,39873.0
2090.0,20.0,8.273025625552483,42133.0
6065.0,44.0,10.583766795522145,30090.0
2442.0,30.0,14.569759537243343,35690.0
4923.0,35.0,18.346859727220803,31447.0
4426.0,48.0,14.098641398291488,27116.0
4189.0,34.0,15.042956015644043,40804.0
6325.0,51.0,10.02747516477938,37017.0
7886.0,56.0,17.163093336898758,33550.0
4288.0,31.0,10.118458814388575,26738.0
3122.0,18.0,14.732090340195823,40095.0
2722.0,27.0,15.393052780142886,37064.0
4978.0,24.0,13.435350670752955,48679.0
3833.0,19.0,5.991753739758407,24871.0
5908.0,34.0,14.099505902345097,34517.0
2241.0,25.0,14.030425140279261,37434.0
3580.0,35.0,10.913619310125746,29247.0
3850.0,26.0,13.849019962555214,36767.0
3508.0,35.0,13.859939054013415,43591.0
4509.0,37.0,21.343153795513192,34897.0
3790.0,47.0,14.214273077954743,8088.0
3948.0,27.0,18.434981609042417,35900.0
3729.0,44.0,17.69719439790698,32879.0
7196.0,60.0,15.699869466092098,24324.0
2663.0,15.0,11.40178590176398,39896.0
2785.0,15.0,9.916958980691952,39698.0
5782.0,41.0,9.590739850861302,48688.0
3987.0,23.0,13.16903605447166,48186.0
2069.0,14.0,13.353041840754932,24008.0
4670.0,34.0,8.930571957644352,35314.0
3501.0,41.0,10.976379580811846,21519.0
2187.0,26.0,8.217090665342178,39310.0
4702.0,35.0,10.694953976041067,26482.0
1528.0,18.0,12.409107770509584,32202.0
3213.0,31.0,15.16738941602432,38728.0
2746.0,15.0,16.8195742955862,46083.0
6065.0,48.0,16.262137680884415,40403.0
2664.0,22.0,9.268828025929313,53961.0
3429.0,29.0,13.256462512872798,40789.0
5046.0,42.0,12.704576941905758,38041.0
2834.0,33.0,14.880728787091616,29685.0
4826.0,35.0,15.393601860960981,26318.0
5523.0,35.0,12.74479899940694,46685.0
3646.0,33.0,10.987832665926705,49578.0
4926.0,45.0,11.809037604683718,40451.0
4003.0,41.0,11.083582498027791,34801.0
3260.0,15.0,9.172527826648802,36296.0
3748.0,38.0,9.317727228495299,28921.0
1319.0,25.0,17.717025415490568,16043.0
5315.0,30.0,21.616945457987455,26485.0
2864.0,28.0,14.573715108138277,23567.0
4342.0,41.0,20.831483385769403,23423.0
4381.0,27.0,11.143001102426881,44917.0
2908.0,37.0,15.374309955667089,35671.0
3952.0,31.0,11.315620531321493,53082.0
3430.0,36.0,13.919881334172423,23680.0
6290.0,38.0,9.764382026267912,25850.0
5804.0,40.0,15.990577628359619,26915.0
5432.0,40.0,15.970957799359834,38036.0
4731.0,35.0,13.790254793817354,46358.0
4302.0,19.0,11.51500601458699,29677.0
5931.0,35.0,15.7067802518235,26221.0
6972.0,50.0,12.060679163161325,41403.0
