Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen,Channel
4488.137911117326,5793.621497902945,3907.5363082374865,5868.617166553129,5443.274133015601,6882.601715326362,3
4664.194266098144,6625.788905563284,2076.4584034653844,5693.7292207599185,5577.892009877881,3418.636541440505,1
5148.262911645976,6758.5617465929245,3729.597393955766,4700.186152151396,3114.506427802083,4182.808625562948,2
6233.642072109373,4410.1141993627225,4641.448697478602,4198.0815302475,4798.035645736469,5344.202099105896,0
3667.4271348665093,7357.2428373138355,3917.7686507452427,6766.7790851568925,4880.533881658426,7113.088513070811,3
4580.774800443162,7549.19433409066,3258.7702114284853,5122.22116166909,2925.4989793203904,4042.6221772002837,2
3736.4500404959836,6173.255174530301,3914.240471202068,6055.0477995448555,4784.279866320933,8115.561231877315,3
6633.046212217061,6196.405164139958,5666.321273633743,5723.16281575124,5568.476211139457,4036.2522850067653,1
5271.992415631464,5849.309246453996,6351.935624274017,5137.051618934553,3303.898450323417,8070.683179926367,3
4826.474204653889,6023.190556613967,3998.869573619804,5128.801964379208,4139.764349679076,5980.293209841189,2
5805.466843533714,4326.009317980575,3442.304109944195,3150.5346883912816,3358.6929007743847,4799.483378898525,0
6698.408161614825,2588.4896716088824,3292.3310526232876,3049.1257441538446,5647.142798514673,4487.304973366216,0
5267.933429403382,4896.750996355345,3796.656010467597,3889.2915574519625,3478.9021868791087,5848.4510071093255,0
5069.044014923048,6303.8248654978215,3158.759699964377,4528.498772537222,3505.7822195288154,4108.802038374619,2
6492.125454527628,5489.194738383178,5485.182132664007,5635.318634904729,6064.593923087509,4831.774047762439,2
4884.398696362711,4002.5398281633015,3975.059709479368,4171.01690107315,4393.394985164097,7817.421956894026,3
5769.249610413618,5526.486840339617,5141.175788565759,4676.657221378144,3918.0537471471107,5835.596673795851,2
5770.22611146552,4532.587239933269,4342.461611453599,3703.769673205266,3589.9076620961464,5801.262247461178,0
6202.58566564051,3862.878475011043,3955.5006509034038,3592.866199340998,4612.126707405128,5087.769763357008,0
7124.987335269243,5312.725976510239,6703.426947942788,6055.1060972704245,6790.728668731689,5180.659805032038,1
6769.659971183526,5209.088884444339,6814.71920243294,5231.51147734119,5057.032560206017,6111.230839704885,2
3064.88127122759,8599.983582999137,3814.3471247972893,6986.861320457714,3661.1614678148085,7015.413093251627,2
5879.3948299943295,5651.128650801481,5609.989486339656,4988.537441767043,4172.5872043957215,6068.626567786191,3
6154.79088638641,5924.391086716586,4249.532630308752,5404.508431566857,5690.420051072182,3584.093382529413,1
6624.423045788343,6357.855732862169,6293.351495562871,6024.69147972348,5577.050048887135,4675.548976991499,2
6354.101995776588,4106.347514650343,4320.822712035487,4033.7579037917803,5080.665473295846,4995.9494922238855,0
6008.512616968132,5713.221666057649,7128.310777944793,4998.269925873396,3344.580515621915,7576.25577407772,3
6763.397100788106,2981.0498746809885,3810.242352120312,3618.6470889383245,6042.260484189549,4622.711234551543,0
6531.765606908981,2665.471123902796,3081.6525626875946,3022.3114642602486,5511.509421618403,4504.731168120444,0
6564.887870061315,6220.05748318942,6424.409744743382,5699.352670952797,4999.603150982972,5076.170410296685,2
6498.866552554303,6059.78621831067,6091.479668305752,5683.2135501774665,5262.276174320058,4974.572816779677,2
4515.759042965307,7082.820556811054,3939.601398645518,5489.944625049211,3562.447639588074,5514.383488600905,2
6291.584412589292,4633.261582965946,5209.958874903884,4076.6526319195227,4085.5434926897333,5673.903312263878,0
7160.103248565647,5198.300301172991,5917.731123689686,5483.8758707971965,6373.32464137782,4222.561234006771,1
7212.421606318604,1734.7057658649173,3855.929485319601,1947.7393418836377,4585.604243329872,4864.014620249873,0
5312.6975449174915,6819.808898511359,6951.6972418639025,6261.758767718924,4076.7816214519676,7810.762713312408,3
3654.1058585516794,5788.672160756883,3804.2571492607585,5728.304435586194,4559.0565614859315,8524.00276383897,3
6725.558848496899,6587.1726666489585,6515.6279163072995,6236.9367549416265,5693.627538493988,4513.170563834073,2
5823.174920256553,6052.225788262283,3605.921265834092,3892.5129505142177,2978.073739657865,3255.179605317314,2
6554.019054022254,5358.8396830374995,5980.97551018923,5354.0973173185985,5445.548918623394,5413.344102617766,2
5845.648709443014,4890.638715405049,4363.648374475002,4581.303324190882,4867.832680150277,5370.91406512443,2
4726.949233065312,6315.819587496492,4348.16950831856,5688.5020838298005,4572.611464232723,6361.95561260212,3
4939.308522544223,5442.320990221373,4090.6232147568994,5536.6346404413225,5452.289203943275,6478.484575382289,3
5085.612320762058,5716.191882792984,5048.212473263045,5374.097755718063,4463.63038091691,7037.930038192381,2
6617.058064817509,1745.1488096561989,4602.260098589071,797.8128698769251,1587.5348607286596,6933.687142091683,1
3858.0918662249724,6931.918664727639,3932.543857104384,6376.665519309391,4736.168949676492,7129.3013218996875,3
4754.001114929696,5920.873416269712,3395.274078481912,5466.734149559961,5133.002279049288,5532.66493039032,1
3799.105318482121,7054.811746485492,4034.245876420992,7008.719985400698,5637.315176097925,7303.281674646025,3
5900.708499967086,4953.507447259209,3054.9144236611132,3899.4358010714295,4412.037403759771,3544.7648961414125,0
7188.408036881338,5212.047106237209,5441.58757473449,5002.099034588487,5806.671451433446,3531.1847227347066,1
4398.854115945496,6051.738825620438,4534.694709759533,6224.028391188733,5389.320185288921,7599.015167030837,3
4479.2999004234325,5999.605614485265,3611.8715452067518,5291.912931011898,4389.410849650316,6285.320668133772,3
4924.7384643400765,5344.501594151389,4034.3717061860903,5568.752554360197,5622.301706146751,6543.6982597537535,1
5990.716439237043,4390.435672419083,4441.971775574,3675.481454313548,3799.3065904729206,5596.50155291629,0
5083.075760762971,4882.280386080701,3522.8258316695365,3818.818700432275,3373.3176658730763,5917.872573098129,0
4695.1514888255915,6557.300045587397,5609.337558308351,5947.8920626870595,4037.5644369916636,7735.822815746882,3
7563.28571345312,5755.681707921488,7116.234460230469,6710.5777074775,7666.858741279897,4350.101960013703,1
4480.433207116652,7008.201128406459,3489.2050152789143,5297.536072741891,3525.701591967955,5103.103447930427,2
5926.675110188011,4603.766695826571,3847.775810768554,4795.880100802569,5891.663554615941,4882.354317637963,0
6804.09207488809,7543.065928253108,7237.539666150162,6611.83314172764,5104.143583976074,4276.0880726741525,2
5718.3580301584725,4813.391205499419,3316.146780920043,5445.934884339273,6991.630373000782,4517.038780953812,0
6303.1048409665655,5496.794474784132,5630.562030245821,5791.116637056116,6090.6795212274865,5414.9738618755455,1
5677.73539413288,5932.579656547649,4168.434006201633,5390.052852249381,5304.525787160506,4490.200085502453,1
6519.4146597658355,6295.645021499451,6223.233182108857,5811.8817012207655,5209.583590248475,4860.140094977367,0
4371.746143425064,6905.63175100084,3745.4613993589005,5503.630401424668,3746.851776938971,5766.912110388372,2
6724.505566604223,5187.11717170743,8520.663936206805,4513.893499469033,2755.31368308304,8244.972632144907,3
6238.151185336013,4077.874812893038,4636.766642847287,3048.082326888298,3067.811563894097,5576.448713387942,0
6361.104232070528,2981.070113007068,2722.575432781822,3882.126542573862,6815.498397990603,4177.481814605296,0
7259.524279757527,6148.887305433796,7192.629942848225,7297.350472488803,8043.069682882171,4733.699060169687,1
5934.29877094724,5692.209104471709,5215.658854511311,4996.02529684826,4425.9659203916435,5431.375253236343,3
5173.349313756676,3038.7174954452153,3840.0915951628845,3192.1792907781246,3876.6128710149846,7946.133204388588,3
6604.279248311045,4215.984318379507,5210.484816959476,4008.2523552589223,4617.548759775875,5430.934755425598,0
6050.180283435963,4908.550075038441,4758.207892788545,4474.64906265516,4599.945981329552,5388.645023188819,0
4802.9950953536845,6202.517869931809,5787.742390414816,5601.071584504949,3738.10384610834,8058.268746764047,3
6310.041129393757,6789.316707654658,6582.605776487563,5458.604799130189,3729.0846221114334,5208.846130091245,2
7460.731247807606,5182.573509656169,6413.0008925107695,5609.946694981438,6572.862117232212,4211.412051375441,1
3882.141292997896,7441.904164987356,4116.448267547372,7524.581355470741,6214.059331120256,6872.205871535894,3
6804.322721961357,6551.245233317925,6779.398610188752,7599.943302201166,8066.094735052047,4812.192155599351,1
7241.752987888051,1366.545765244049,3279.522374394199,1925.579140777049,5256.336292098978,4475.938798355771,0
6469.94080563432,4257.024031332314,4014.1243247943953,3405.6933161434476,4098.352655931828,4172.6422414576755,0
5233.913335596488,5657.580601181267,4821.720598377286,4970.209845327092,4057.1366965496168,6475.013653226808,3
4710.558223163734,5379.036601230506,4506.012600006174,5457.589338802175,4933.992911166201,7527.8712639500745,3
6738.305635758663,6980.738591341279,6505.245725598606,6565.054558183585,5925.45018965026,4097.363070698555,2
5061.400217349191,6510.710432030513,6327.37326475088,5978.888924177638,4020.396942425058,7879.7755162340345,3
6401.992959777077,5069.5439848772685,6027.325322192096,4249.998619500009,3595.3379233810447,6000.148113600948,0
6585.2265437593305,5375.643288984349,7015.12799594546,4672.37670526963,3631.6131979246825,6531.7226461226355,3
4574.79945328369,5982.378592500496,4752.53535469268,5409.899074819576,4023.238766662549,7495.32363756671,3
7526.940468866593,4093.082147104289,5710.301519191812,3968.5799703614784,5141.688566379166,4199.220251860359,1
4633.266493046401,6482.016946843471,4816.72368768147,5865.286112557681,4376.581780705585,6974.674649908,3
5241.993310963818,5729.11388262027,6437.435621506645,5152.027308659619,3367.8426484967567,8362.435762743075,3
4560.525726003996,5299.217568291315,4163.935153196912,5769.932578744199,5641.220833115533,7537.829543024048,1
6925.850403617835,4870.996275814863,5531.083212105691,3601.972049763677,3359.494910972949,4434.582753161849,2
5891.172454435206,4763.373199337713,3973.1214387299406,4813.359709265658,5669.2342482086015,4948.345363602055,2
5363.409393734763,6095.476802379131,4258.465457497404,4738.298102536014,3673.641682211636,5049.0342730234615,2
5368.262938360809,5895.456326270645,4181.932343944999,4704.469109110232,3850.3890388857853,5147.519667496985,2
4364.0700164445525,6996.829624915438,2739.2398957540267,5090.119143508304,3511.497480160504,4434.243011758059,2
6388.509407936666,4507.67032411749,5074.058105509787,4033.859084206756,4288.699152453481,5427.702228265689,0
5290.516403096494,5575.736592101552,6079.612898145618,4888.09567183723,3293.3895871103837,7960.173411373115,3
5192.933167610274,5846.5173222489,5019.990669614954,6090.213020991291,5723.712612436428,6699.6312433552675,3
4427.146322077995,7018.8538874270325,4042.2148823167972,5590.141356752291,3666.144934548536,5900.877377432446,2
8114.023918881784,4683.639352536727,6985.380524235728,5282.620370373823,6668.812019067318,4001.9274047205818,1
4390.405906942517,5240.007673514916,3676.0334225116635,5018.149692120096,4502.4981024284425,7306.951410191648,3
6051.995565860242,7203.576531622135,6692.549429127301,8462.867602349666,8410.859184313314,5708.245016944922,1
7153.605693883704,1228.981662914542,2917.204148106918,1867.1040901924275,5421.032753919279,4359.061641322422,0
6030.611386090721,5357.851136834209,5100.888771488038,4851.172664567131,4630.348982611059,5417.419389275418,2
7810.372465030665,5651.991434828328,6779.100064173318,5432.583151752018,5893.606011958569,3418.774010453165,1
8873.869092522755,1794.235807107636,6844.160555486342,1770.6231291801732,3846.0184942658893,4887.702768506546,1
4458.858946568681,5907.318917549795,3565.0420457640976,5748.436755041313,5299.825123533873,6402.821367157936,1
6401.943660378924,6687.547140948456,6154.55867075131,5880.4476135817595,4905.692261265799,4631.234782404214,2
4829.373724058299,6225.892512948463,4860.000912260041,5648.19806079458,4369.3508439489515,6854.821743463339,3
6503.337299043724,3842.156010215471,5414.96533263546,3735.2292726383153,4276.880541477141,6254.310418770062,1
6574.754132975866,3842.2266822688725,4342.343821021155,2813.2003615340054,3326.6866636763343,4725.232898469236,0
4697.961329310442,5856.247967402412,4119.797406117507,5479.949123675434,4742.93964351824,6599.261839312303,1
5622.041241662437,6289.396615007709,4143.905774347753,5326.615968940862,4824.215228856665,4208.894966466643,1
6937.383196758126,4434.396348185979,5606.4808500110985,4310.011753265257,4996.024500878614,5004.814172952747,0
2967.868515883077,8025.7167507314425,3195.3786600656294,7873.108997360241,6062.833902537183,7127.753816173262,3
3171.2282438647776,5109.7286446819335,1740.4956839772476,3059.589469271812,1254.1054945212222,7523.275738680843,0
5124.635623388316,6274.779156077559,4284.296058643554,5724.218039812585,5046.124316665456,5483.725350484875,1
4642.933713166809,7423.262148412752,4721.591805736298,5726.376108418994,3309.5478426112204,5865.047750259998,2
7389.10453111406,2366.254883768242,4994.0731706030965,2431.980770561912,4332.354217662349,5264.396260018829,0
4638.36504964512,7784.606549510876,7283.059860280766,7293.238881746556,4247.25465797772,8743.18757745906,3
5894.48320623545,5354.083066134844,5552.755368280018,5338.232549846633,5120.890654154442,6298.741805127409,0
4505.616729586791,6739.077656187251,3957.7985724961572,5508.1368292526195,3898.371754686402,5910.964884333775,2
5734.234439427663,4720.454409180731,4011.3154396369937,3843.132890885073,3826.869669912587,5294.509424043017,0
5784.123067773541,5746.138273230866,4690.292433131788,4471.425919740505,3624.5670283253808,5015.108273850239,2
8171.811832020088,3479.0614627825744,6108.08931425703,3347.9148881537026,4919.00942307329,3889.6590491496922,1
7169.461575441899,4522.185147917059,7746.211707891627,3766.7541135966026,2878.673085002959,6978.00638420604,3
2993.3488366816114,5970.057619261934,2108.5872904608236,6149.396962006574,5584.473051768348,7716.693716491538,3
7093.75366085428,4900.435585315372,5658.402134650207,5014.614501542817,5914.273962787054,4315.4529037539905,1
4712.792128496969,5972.952463343281,4010.506886409813,5787.858693531367,5258.7957659906515,6340.296415236438,1
6967.734543268793,6046.265531053408,6768.307783828473,6214.669628223653,6216.031325233192,4856.596976257773,2
5475.614002221835,4214.746440842914,3881.348953932615,2984.0417886597515,2630.8767590092602,6134.592935458992,0
4937.355969337049,5935.201987031336,3650.7362528558037,4837.966728443475,4002.594749281082,5388.223838962732,2
5103.167983102079,6841.811945786484,4695.452403309837,7108.84646763758,6719.94780013325,5560.161170846132,3
4398.178811188089,6418.331916935285,4109.189037446056,6664.714406488347,6080.552774016103,6743.948171684382,3
6525.609839036219,7298.355268425526,6328.045913395925,6397.438197081547,5254.650119931837,3996.0559776106284,2
4818.870795870676,4929.146890401362,4334.4644172216795,5081.757091265417,4878.915602114457,7519.027058389073,3
6608.199689632616,3281.086891144947,4234.495960761486,3088.9281733644243,4436.438100684228,5118.9128702719945,1
6935.091131164638,3370.281513532468,5944.70097453863,2832.770192788531,3162.0874855755783,6390.221180485213,0
5771.611373482156,6393.675499958051,5585.740349026578,6806.654643912096,6638.214765910643,5654.817660030488,3
5672.180302689596,5061.9384157772065,5234.871687863008,5248.495046531664,5236.267326150941,6676.59844943275,1
3865.1442059105007,6941.993460863284,4055.9573241301987,6254.978967637377,4443.062946396214,7244.208011797997,2
4899.361440752881,6922.105352626482,3901.138658927488,5060.876785718259,3293.513913560993,4782.077317889167,2
6567.11583882056,5338.014902134071,5686.028654511973,5589.189146789734,6068.8426344561685,5067.261720111777,1
9028.241001920022,1486.6672888494363,5768.323482742081,770.2633570090552,3116.6352761240996,3486.623465015744,1
6391.030320247663,4487.091513699245,5045.873070717798,4285.197729078968,4774.517685764649,5429.281150637523,0
3857.020113003062,6042.377053466603,2979.720258803266,6146.849751382874,5722.981018710506,6864.927949511984,1
6055.987558389679,5362.072037575093,5562.833423486405,4568.706004843707,3872.0467539362558,5897.80078336173,2
5809.601824849416,4001.131399069047,2284.3516705601105,5079.331950300082,7786.221916276649,3870.4793627960817,0
4626.780726766675,5667.647058901041,2606.273477151212,5279.862929167695,5396.398980477031,5088.381204250616,1
3009.2348193995026,8407.944795234676,3546.999263856801,8450.070856488868,6559.1519285388795,7122.4893003204525,3
5137.190812077423,5923.219830165608,4568.860732264406,5878.950368887651,5494.596810252924,6174.637099917735,1
6189.4599584758425,4013.341918274131,4100.826621755814,2943.9058879927843,3218.012517100624,5086.401747632137,0
3481.2958650444584,7901.584114631227,3202.691166740352,6274.054998801787,3757.157539951125,6043.8975091084,2
6940.528616798445,5800.775105361436,6397.115932665556,6210.394685128941,6634.988635345857,4714.0727935967025,2
6061.789913190748,3384.495024187582,3861.842147178976,4380.96077091125,6402.38903134969,5825.563580687081,2
6486.4463551614235,5379.482636612243,5392.020807174805,5618.735500939834,6188.238541887933,4841.495507961594,2
6468.815339858774,5051.515388798949,5791.816038607871,5122.423270588702,5361.442087037176,5660.290452766792,2
6440.337776601694,5579.431460380974,4608.92341691204,5204.925931264554,5686.414214101851,3750.4222444498073,1
6700.730733608034,4182.3036624890665,7005.9422342875705,3368.7015581118185,2531.9292844992974,7390.625695424675,3
6076.660029909658,4412.28102197842,3980.135475177697,4654.084024180809,5866.640090852328,4908.738358077579,0
5773.860648742642,4470.7400679399525,4098.9385875322005,3528.001605272939,3481.5074250867133,5546.791283299904,0
6041.090593285617,4545.4585340475915,4098.355883253785,4621.172814144399,5583.400774016941,4989.196934927554,0
6439.588981706152,4827.265563896983,5454.031016715345,5058.39837504014,5632.615241402171,5536.146614231872,2
6419.503198466823,6697.424794716368,5568.885245539694,6283.9922454543,5975.447774475616,3904.5294000095696,2
4375.734553520908,6164.9024686526955,4217.359465147592,6574.4452789698935,6075.072742777362,7174.972285623257,3
6005.29184286503,6207.885800043865,6434.623289130607,7127.9963149709865,7080.602132619513,6405.175142694548,1
3660.7046238798152,5703.788099801977,3923.918429357229,5797.814296903415,4697.560289119026,8747.726680731274,3
3341.2084576331645,6186.442904751997,3009.5529199406433,6172.864755776247,5183.666818738344,7852.532292510723,3
6771.441024024877,6915.724544418384,6972.132613879382,6288.725506226064,5246.6858894411625,4638.533579244173,2
4356.921011338003,7039.59807964684,3995.6820753407214,7296.108068729645,6654.364531389767,6109.148367436232,3
5076.096695606741,5967.669566140905,3902.0947772319896,5472.401589458355,5070.536314898735,5416.337608323689,1
7265.714976288518,4636.318028400347,6747.175503265344,3824.2925094744114,3543.924758661249,5447.426829827944,0
5260.180923610376,5844.966081930788,4166.585877129131,5407.982304418685,5069.467994070236,5466.652017595018,1
5979.847458847299,4705.916435953776,3756.625559734337,3771.924836776494,4069.942130172484,4472.056370680184,2
6657.147345981544,6120.629133220817,6445.942895728032,5834.211474351802,5397.924683536471,5018.66552276158,2
5981.358953643476,4576.526361328829,5410.730907707039,4352.4168229477145,4251.391974316877,6657.46984405458,0
7847.275512762507,2790.66427629331,5125.34725750669,2100.7836503370377,3650.8476893001357,3989.3998061578905,1
6125.427092014954,5580.602546556034,5917.2762463248655,4656.84036296305,3673.112609092731,5964.474951246511,2
5760.730782643516,4855.749922887569,5829.187338280119,4104.293271543044,3115.2927198936586,7329.576479811965,3
6853.124465274863,4127.244762154688,5330.469882996233,3886.6987039891055,4622.361415252425,5128.687415781113,1
6909.463819928551,4551.791415928649,5934.080556380827,4815.901447410475,5570.421944085165,5382.733855897327,1
6335.726116712301,5199.792964903717,4539.695157712253,3773.2459317228017,3445.386169529025,4162.109363605237,2
6566.741895991638,5703.415942892861,6539.995126978039,5285.356819149503,4680.560885023507,5707.717200045433,2
5396.288891895217,4040.5280576005293,2844.4095535027222,2316.2138826968126,2149.665926406142,5167.905007000098,0
5781.149324748197,3695.141032064317,1951.3615973476321,4934.367812583246,7987.773405791615,3827.603031512527,0
5417.8576420428835,6160.074954281483,6882.767327836349,5535.682827865078,3531.6166756177336,8119.785290737696,3
6581.49593267003,5631.914328457812,4098.60751658631,4887.096446692478,5490.304949969273,2751.144084262342,1
7626.873428211714,5021.181149614709,6903.78902326305,5693.476513743467,6723.18605029366,4626.244515415416,1
6549.877594588015,2834.779930079872,5452.450528731073,2640.3361088842807,3289.144468153193,7143.1309439167,1
5649.799314594091,5863.110258181143,4281.637033810443,4397.642830950635,3511.5776754921135,4678.625327703107,2
4766.230057981324,4988.230317387365,4120.5302603447,4108.754192886745,3172.0270036228285,7232.605838147361,0
5012.050917291371,5914.803606785544,4132.67511891417,4989.654208612683,4070.444679004024,5848.0192316797265,2
3633.6946815947313,7500.528885883941,5343.040553016872,6998.9368435469,4290.773613901899,8788.67598437122,3
2956.0253336118913,8653.751748762943,3643.0802786434824,8444.033518042159,6216.290404815249,7100.547333719084,3
4724.754297962456,5911.612694894195,3384.034866935707,4964.51963224837,4229.090659668845,5550.402480246039,2
6508.064716323059,3816.2345151302898,4627.874229511579,2840.6236559779054,3175.607750309975,5242.713354031664,0
5662.733438394374,4775.482120229981,5196.668566172939,5143.694641851307,5333.134894082434,6934.743856493139,3
5265.76053148264,6307.84501544159,4166.224648986507,6383.84741766164,6378.24795155896,5059.304515716801,0
4601.319046292946,6980.043340858663,5450.84046191959,6406.071559773652,4471.615565199503,7347.219101340428,3
6229.1481614474515,5648.006448155104,4795.233828408198,5288.865220959782,5484.49251086446,4362.381827977243,1
4789.693613600468,5109.755044821378,4003.7623103473193,5293.557277571224,5257.195768991103,7011.554186819361,3
6236.022773367767,4690.717660104045,5611.466040386016,4500.068279385928,4502.514844757976,6255.061822406052,2
4228.1338076408465,7404.115137702204,3667.388644351725,5662.487773650455,3487.3487954172538,5480.426764620088,2
5666.270345185932,4571.004307411895,2756.023566006506,3284.3401057462825,3654.947677560394,4021.7762433594708,0
6490.614362445435,5263.675213377525,7203.879490152492,4579.443536215024,3380.4893231157357,7069.231458933755,3
7075.155332796226,4627.556033599721,6171.997337267486,4976.019775860919,5783.255310826647,5254.937646979967,1
6501.908621330769,5978.401422188,5611.191138478596,5468.334240563446,5241.6716990565465,4450.522016221929,1
6015.24309738552,6111.306002168003,6022.595904308538,6869.423489785696,6961.967376961685,5961.410212800405,1
6234.302667271721,5668.433002883965,5129.508192664272,5388.544733515608,5450.0895899546285,4744.686214223213,2
6114.823902800278,4613.991602557607,4056.245455476981,3721.9570108768266,4003.7991401889803,4639.141787570271,0
7066.029479472182,5665.956167870959,5483.490598137414,5079.130876496081,5390.31377111762,3384.3500511919815,1
7309.991676728355,3199.0917925619433,4120.156394381044,1916.609541452966,3081.215491288628,3477.9170165392625,0
4195.114858573752,5628.69932381828,4051.658303930075,5857.398909085751,5247.286496104854,7848.377652656422,1
5088.506746410636,3934.396160148156,2297.460094335295,1967.6743507459055,1692.6928482438557,5238.231440551552,0
6161.118853953782,3889.8083497051457,3779.4771604764155,3804.644467615014,5033.13494680099,4951.487598998536,0
4989.1839666804435,6598.151518882103,3508.6723245138824,4789.975525220404,3421.8892386681455,4423.76582663329,2
6762.165556191287,4281.90482040033,6334.111553449911,4159.286866329779,4294.574636339562,6405.2450563049015,0
6438.972470532477,6634.610429109928,6035.718721199172,5974.927011092059,5224.863394354608,4469.815209261875,2
7808.503018846414,3655.623458924152,5828.127802487773,2815.8420139814016,3665.5998199107444,4098.689249787394,2
6843.201577379817,3520.8600841488533,5322.191361917165,3254.3949549841655,4061.8307899705846,5709.0297697842725,1
6487.976079818786,6783.420269774863,5886.641983542479,6280.035672431624,5757.720203437826,4056.80975421188,2
5411.014384589039,4670.8348679297615,4444.623774018816,3861.645704856611,3379.7096503641224,6560.350045632402,0
6343.761265276022,5913.744185942398,5091.836366463536,5597.615831852241,5706.2739286343585,4232.158439802799,1
6383.007949431515,6030.531262955366,5576.4685526745225,5818.767379653563,5737.732858311588,4635.891513378575,2
7550.262567676384,4023.8796934980837,6864.68434677818,3149.38191814482,3086.073571200716,5557.3639756329885,3
6030.245220397856,5353.19831446287,6931.151050843786,4565.289764092455,3045.772344477549,7623.891598091949,3
6458.66043392774,4312.569516906683,5253.628313273281,3701.1107342636624,3832.062333690398,5669.560676010749,0
6339.585165493384,4486.320707536396,5066.484917178792,4076.6867833382157,4348.458473120615,5547.769760556618,0
5575.078678155201,4826.48261150712,3150.261415900515,5133.5385663169,6400.409783808461,4581.656968772233,0
5972.135653005902,5589.939247226209,5738.274331027942,4916.50163992736,4103.872279331526,6084.128044387493,3
7379.740511201244,4302.745308882311,7837.821106382489,4925.153342678895,5270.816176238803,6959.4847019662175,3
6387.687818306211,6408.359978022886,5858.313100735624,5869.060000584639,5310.286520000487,4586.125278228239,2
5716.271021525124,5257.865360767788,6342.910367891498,4598.497462068639,3277.8969048422305,7676.765706046882,3
5262.102414082656,5818.484360009196,4726.217662769462,5023.393964152438,4080.7763979798815,6138.796494374236,2
6434.14996315236,5288.614175347192,5403.295314882579,5465.481858229946,5950.009160130681,5046.995275554917,2
6511.368402938242,6790.5608373584855,6351.337244161868,7478.600393389239,7631.846993182227,4660.465080577575,3
7708.032471511209,4071.451277087769,5753.779732090086,3927.3492881804145,5214.853567136395,3885.8747905213554,1
6465.413689021499,5904.731639895667,5829.143530678977,5640.4218787344225,5458.265909172743,4882.04266103928,2
6635.341973331536,8361.23095501388,7837.24572241708,6454.197666207596,3559.8547926838646,4514.358017128553,2
5581.242781899105,4419.857395509602,4496.458407571868,3520.543966437946,3119.955285067429,6490.7091289075515,0
2447.7772199172855,7865.039798017428,3290.7743285791535,7880.631992113834,5734.458597947436,8514.212835767938,3
5474.738608968632,6442.326280682705,6855.003881856512,5790.265836646757,3784.2367369226126,7696.950906083962,3
5716.965175520167,5102.686531144441,6063.09929733234,4369.784381237662,3181.7410360057665,7475.635424353258,3
4223.650728568522,3921.209239574223,3695.6604978341193,3894.8617544264853,3588.148908430018,8943.650273949115,3
4283.798107852263,6349.731218160523,3913.998695324839,6575.785195361648,6005.672603775422,6812.95783413257,3
7069.24552524284,4048.298184300623,4860.523791173474,3412.7297292512553,4310.586404291299,4140.9588761829245,0
6582.18606587004,5253.424522398784,5956.427365667772,5410.224882137603,5682.629565991039,5435.914099057691,2
5756.409966036393,3940.869681666303,2530.855710785279,4394.673940825099,6433.087362954598,4289.8137290304985,0
5203.61552010389,6505.267077897145,4528.612797323622,5000.06159968163,3461.815159188858,5318.981731392013,2
6073.898841450557,4710.206290893427,6466.494267343752,4043.2746580923435,3030.181422526156,7582.08311542245,3
6162.317928691371,3629.809685362271,4505.345704427567,3032.034014849897,3473.8028801885284,6034.807801260231,1
4120.782709232467,7313.081720703019,3597.338066000618,7438.288168875284,6687.648256561295,5858.92977791669,3
4371.780354416665,5854.707270908071,3485.8609154609867,5307.8335087644045,4537.920332043034,6510.212506620522,3
6065.131656605115,3938.8697531701846,3663.034866836429,3862.7005704349863,5078.624910299065,4968.556381838157,0
6958.824575557408,3468.4206593341687,5549.122908274538,3294.0625627541367,4144.925540641954,5795.75237655509,1
3931.0791633409526,5223.239046602519,3894.9781119439676,5387.901493412968,4662.43732915917,8596.243989992923,3
6294.514876520039,5560.908075242589,4607.2322170981015,5892.9588806017855,6808.180341412171,4132.455569668855,2
6111.547725686945,6237.398870363311,3916.8209075874643,5257.130886474138,5293.892010271116,2939.926166941885,1
6901.373357779152,4366.901412198996,4642.454415465592,3847.61180481498,4773.922075634029,3941.982043304094,0
6513.110700254536,6334.424773172844,6570.655289382898,5605.079169960321,4594.582522586421,5239.450972130928,2
6786.725708176701,5770.143891360897,6877.305068733991,5601.697834927351,5167.130494664365,5607.027662375632,2
6791.39139547097,2701.511722152252,4191.541472800618,2419.1769158265565,3966.505886095165,5216.166631085026,0
6571.117548066274,4086.6374859750117,2135.9921228718717,2488.4210719426924,3816.677012768736,1776.2279764096647,0
4472.639341656382,6106.462269059501,2416.9683358997163,5474.931124727794,5314.191935170788,4753.035816521976,1
7099.820641409469,3278.591669535435,6072.288302617301,3750.3125504557006,4945.7582761730455,6362.3294943941355,3
7434.260237081318,3994.095834156365,6101.238409184791,4120.950578422526,5197.772887967072,4984.673421845828,1
5564.775578353708,5701.9835274796105,4771.662526831013,5083.852732492704,4525.033028735575,5674.517778581892,3
4923.1664080428345,6045.292646279926,5160.092780701687,6324.144835413961,5644.85160685238,7258.876587421479,3
5981.738025713844,5468.40940621688,4920.5572856499875,5476.989661591413,5706.770565604689,5239.328444605449,1
5996.059946681032,5308.613297926288,5783.086651954571,4474.885743430825,3574.9307542341535,6339.956889935652,3
5926.634646150299,5107.091541992406,6543.589766865312,4381.779472438576,3091.5458739500837,7610.172132861875,3
7412.236415799266,5768.85959405664,5175.607020078003,4823.9821460673675,5311.198480373318,2148.593716061839,1
