Year,Product line,Product type,Product,Order method type,Retailer country,Revenue,Planned revenue,Product cost,Quantity,Unit cost,Unit price,Gross profit,Unit sale price
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Japan,86822.88,80748.27,54222.75,831,65.25,104.48,26525.52,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Korea,102703.84,91577.01,64140.75,983,65.25,104.48,27436.26,92.64
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,China,501086.08,454095.3,312939,4796,65.25,104.48,141156.3,94.69909091
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Singapore,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Australia,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Netherlands,239990.56,217423.74,149879.25,2297,65.25,104.48,67544.49,95.66
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Sweden,74598.72,69379.38,46588.5,714,65.25,104.48,22790.88,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Finland,234975.52,210476.46,146747.25,2249,65.25,104.48,63729.21,93.7725
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Denmark,23299.04,21668.91,14550.75,223,65.25,104.48,7118.16,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,France,134570.24,122695.17,84042,1288,65.25,104.48,38653.17,95.22857143
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Germany,107405.44,96968.91,67077,1028,65.25,104.48,29891.91,94.452
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Belgium,78777.92,71349.99,49198.5,754,65.25,104.48,22151.49,94.69909091
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Switzerland,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Austria,89852.8,79380.48,56115,860,65.25,104.48,23265.48,93.7725
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Italy,38030.72,35369.88,23751,364,65.25,104.48,11618.88,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Spain,190049.12,171424.95,118689.75,1819,65.25,104.48,52735.2,94.452
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Canada,53598.24,47103.03,33473.25,513,65.25,104.48,13629.78,92.64
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Mexico,16925.76,15741.54,10570.5,162,65.25,104.48,5171.04,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Brazil,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Japan,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Korea,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,China,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Singapore,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Australia,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Netherlands,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Sweden,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Finland,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Denmark,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,France,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Germany,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Belgium,7836,7287.75,4893.75,75,65.25,104.48,2394.0,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Switzerland,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Austria,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Italy,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Spain,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Canada,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Mexico,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Brazil,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Japan,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Korea,37090.4,34495.35,23163.75,355,65.25,104.48,11331.6,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,China,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Singapore,25075.2,23320.8,15660,240,65.25,104.48,7660.8,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Australia,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Netherlands,15985.44,14867.01,9983.25,153,65.25,104.48,4883.76,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Sweden,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Finland,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Denmark,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,France,46493.6,43240.65,29036.25,445,65.25,104.48,14204.4,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Germany,24239.36,22543.44,15138,232,65.25,104.48,7405.44,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Belgium,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Switzerland,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Austria,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Italy,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Spain,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Canada,215855.68,198171.12,134806.5,2066,65.25,104.48,63364.62,95.93454545
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Mexico,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Brazil,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Japan,249811.68,226462.59,156012.75,2391,65.25,104.48,70449.84,94.452
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Korea,40747.2,37896.3,25447.5,390,65.25,104.48,12448.8,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,China,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Singapore,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Australia,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Netherlands,21940.8,17551.8,13702.5,210,65.25,104.48,3849.3,83.58
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Sweden,55792.32,49442.58,34843.5,534,65.25,104.48,14599.08,92.64
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Finland,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Denmark,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,France,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Germany,286588.64,259225.89,178980.75,2743,65.25,104.48,80245.14,94.452
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Belgium,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Switzerland,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Austria,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Italy,106465.12,93580.23,66489.75,1019,65.25,104.48,27090.48,91.734
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Spain,18597.44,17296.26,11614.5,178,65.25,104.48,5681.76,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Canada,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Mexico,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Brazil,14418.24,13409.46,9004.5,138,65.25,104.48,4404.96,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Japan,15254.08,14186.82,9526.5,146,65.25,104.48,4660.32,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Korea,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,China,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Singapore,21418.4,19919.85,13376.25,205,65.25,104.48,6543.6,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Australia,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Netherlands,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Sweden,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Finland,94345.44,87744.51,58920.75,903,65.25,104.48,28823.76,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Denmark,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,France,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Germany,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Belgium,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Switzerland,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Austria,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Italy,,,,,,,,
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Spain,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Canada,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Mexico,15617,15240.89,4194.28,2231,1.88,7.0,11046.61,6.8425
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Brazil,13314,13094.55,3575.76,1902,1.88,7.0,9518.79,6.895
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Japan,52521,50945.37,14105.64,7503,1.88,7.0,36839.73,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Korea,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,China,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Singapore,37289,35467.53,10014.76,5327,1.88,7.0,25452.77,6.66
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Australia,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Netherlands,5068,4915.96,1361.12,724,1.88,7.0,3554.84,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Sweden,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Finland,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Denmark,18340,17994.06,4925.6,2620,1.88,7.0,13068.46,6.87
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,France,22659,21897.89,6085.56,3237,1.88,7.0,15812.33,6.76666667
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Germany,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Belgium,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Switzerland,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Austria,20503,20503,5506.52,2929,1.88,7.0,14996.48,7.0
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Italy,3269,3269,877.96,467,1.88,7.0,2391.04,7.0
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Telephone,Spain,4088,3965.36,1097.92,584,1.88,7.0,2867.44,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Canada,27391,26569.27,7356.44,3913,1.88,7.0,19212.83,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Mexico,12929,12541.13,3472.36,1847,1.88,7.0,9068.77,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Brazil,21651,21541.17,5814.84,3093,1.88,7.0,15726.33,6.97
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Japan,9422,9139.34,2530.48,1346,1.88,7.0,6608.86,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Korea,38878,37070.74,10441.52,5554,1.88,7.0,26629.22,6.67333333
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,China,99043,95081.28,26600.12,14149,1.88,7.0,68481.16,6.72
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Singapore,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Australia,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Netherlands,23639,22929.83,6348.76,3377,1.88,7.0,16581.07,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Sweden,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Finland,5089,4936.33,1366.76,727,1.88,7.0,3569.57,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Denmark,2905,2817.85,780.2,415,1.88,7.0,2037.65,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,France,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Germany,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Belgium,6874,6874,1846.16,982,1.88,7.0,5027.84,7.0
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Switzerland,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Austria,10059,10059,2701.56,1437,1.88,7.0,7357.44,7.0
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Italy,8267,8018.99,2220.28,1181,1.88,7.0,5798.71,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Web,Spain,21903,21440.58,5882.52,3129,1.88,7.0,15558.06,6.86
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Canada,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Mexico,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Brazil,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Japan,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Korea,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,China,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Singapore,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Australia,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Netherlands,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Sweden,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Finland,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Denmark,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,France,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Germany,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Belgium,3402,3402,913.68,486,1.88,7.0,2488.32,7.0
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Switzerland,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Austria,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Italy,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Special,Spain,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Canada,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Mexico,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Brazil,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Japan,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Korea,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,China,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Singapore,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Australia,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Netherlands,26180,25394.6,7031.2,3740,1.88,7.0,18363.4,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Sweden,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Finland,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Denmark,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,France,7301,7179.62,1960.84,1043,1.88,7.0,5218.78,6.895
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Germany,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Belgium,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Switzerland,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Austria,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Italy,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Mail,Spain,8316,8066.52,2233.44,1188,1.88,7.0,5833.08,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Canada,66871,64373.47,17959.64,9553,1.88,7.0,46413.83,6.74058824
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Mexico,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Brazil,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Japan,47831,46498.97,12846.04,6833,1.88,7.0,33652.93,6.80909091
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Korea,19628,18756.64,5271.52,2804,1.88,7.0,13485.12,6.69666667
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,China,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Singapore,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Australia,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Netherlands,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Sweden,3535,3393.6,949.4,505,1.88,7.0,2444.2,6.72
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Finland,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Denmark,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,France,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Germany,59122,57130.85,15878.48,8446,1.88,7.0,41252.37,6.76941176
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Belgium,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Switzerland,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Austria,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Italy,11634,11388.72,3124.56,1662,1.88,7.0,8264.16,6.86
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,E-mail,Spain,3682,3571.54,988.88,526,1.88,7.0,2582.66,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Canada,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Mexico,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Brazil,3031,3031,814.04,433,1.88,7.0,2216.96,7.0
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Japan,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Korea,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,China,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Singapore,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Australia,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Netherlands,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Sweden,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Finland,22225,21558.25,5969,3175,1.88,7.0,15589.25,6.79
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Denmark,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,France,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Germany,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Belgium,1386,1386,372.24,198,1.88,7.0,1013.76,7.0
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Switzerland,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Austria,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Italy,,,,,,,,
2004,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,Fax,Spain,8421,8168.37,2261.64,1203,1.88,7.0,5906.73,6.79
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Canada,7176,6960.72,2839.2,312,9.1,23.0,4121.52,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Mexico,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Brazil,5612,5443.64,2220.4,244,9.1,23.0,3223.24,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Japan,90597,87879.09,35844.9,3939,9.1,23.0,52034.19,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Korea,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,China,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Singapore,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Australia,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Netherlands,6739,6536.83,2666.3,293,9.1,23.0,3870.53,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Sweden,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Finland,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Denmark,29003,28132.91,11475.1,1261,9.1,23.0,16657.81,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,France,50439,48791.97,19956.3,2193,9.1,23.0,28835.67,22.24428571
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Germany,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Belgium,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Switzerland,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Austria,29417,28534.49,11638.9,1279,9.1,23.0,16895.59,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Italy,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Telephone,Spain,6463,6269.11,2557.1,281,9.1,23.0,3712.01,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Canada,66447,64453.59,26289.9,2889,9.1,23.0,38163.69,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Mexico,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Brazil,58627,56868.19,23195.9,2549,9.1,23.0,33672.29,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Japan,29647,28757.59,11729.9,1289,9.1,23.0,17027.69,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Korea,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,China,151685,145617.6,60014.5,6595,9.1,23.0,85603.1,22.08
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Singapore,10557,10240.29,4176.9,459,9.1,23.0,6063.39,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Australia,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Netherlands,68931,66863.07,27272.7,2997,9.1,23.0,39590.37,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Sweden,22264,21596.08,8808.8,968,9.1,23.0,12787.28,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Finland,72634,70454.98,28737.8,3158,9.1,23.0,41717.18,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Denmark,10856,10530.32,4295.2,472,9.1,23.0,6235.12,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,France,34891,33844.27,13804.7,1517,9.1,23.0,20039.57,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Germany,30475,29448.28,12057.5,1325,9.1,23.0,17390.78,22.218
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Belgium,24334,23734.39,9627.8,1058,9.1,23.0,14106.59,22.448
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Switzerland,,,,,,,,
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Austria,15410,14947.7,6097,670,9.1,23.0,8850.7,22.31
2004,Outdoor Protection,First Aid,Compact Relief Kit,Web,Italy,6532,6336.04,2584.4,284,9.1,23.0,3751.64,22.31
